Switched-In;Switched-Out;CPU;PID;TID;Comm;Runtime;Time Out-In;Time Out-Out;Time In-In;Time In-Out
4666.833193830;4666.833335725;6;3902;3957;Chrome_IOThread;141895;3603336;3745231;3717457;3859352
4666.833363937;4666.833591634;0;3902;3902;chromium;227697;688582;916279;882659;1110356
4666.838635071;4666.838669428;24;264;264;kworker/24:1;34357;-1;-1;-1;-1
4666.847836813;4666.848037308;11;48165;48165;chromium;200495;14725400;14925895;14892566;15093061
4666.852197682;4666.852356738;11;48165;48165;chromium;159056;4160374;4319430;4360869;4519925
4666.861098766;4666.861193914;0;4140;4232;VizCompositorTh;95148;33125804;33220952;33219955;33315103
4666.868543282;4666.868730028;6;4521;4521;chromium;186746;-1;-1;-1;-1
4666.870090696;4666.870143493;7;48797;48805;HangWatcher;52797;-1;-1;-1;-1
4666.870619429;4666.870632275;2;243;243;kcompactd0;12846;-1;-1;-1;-1
4666.870638227;4666.870664842;31;271;271;kworker/31:1;26615;-1;-1;-1;-1
4666.874650178;4666.874672331;21;49269;49269;kworker/u64:2;22153;103727195;103749348;103733457;103755610
4666.894317162;4666.894410229;0;4140;4232;VizCompositorTh;93067;33123248;33216315;33218396;33311463
4666.927539425;4666.927633147;0;4140;4232;VizCompositorTh;93722;33129196;33222918;33222263;33315985
4666.934619462;4666.934642883;8;49611;49611;kworker/8:0;23421;-1;-1;-1;-1
4666.934619458;4666.934642907;9;14124;14124;kworker/9:2;23449;-1;-1;-1;-1
4666.938519461;4666.938672571;6;3902;3957;Chrome_IOThread;153110;105183736;105336846;105325631;105478741
4666.938692217;4666.938890636;2;4144;4150;Chrome_ChildIOT;198419;109216562;109414981;109476833;109675252
4666.938924999;4666.938994277;6;3902;3957;Chrome_IOThread;69278;252428;321706;405538;474816
4666.941015139;4666.941131817;2;4144;4150;Chrome_ChildIOT;116678;2124503;2241181;2322922;2439600
4666.941158318;4666.941246725;6;3902;3957;Chrome_IOThread;88407;2164041;2252448;2233319;2321726
4666.941278811;4666.941486874;0;3902;3902;chromium;208063;107687177;107895240;107914874;108122937
4666.941466352;4666.941583889;2;4144;4150;Chrome_ChildIOT;117537;334535;452072;451213;568750
4666.943470647;4666.943633101;2;4144;4150;Chrome_ChildIOT;162454;1886758;2049212;2004295;2166749
4666.943651917;4666.943830723;6;3902;3957;Chrome_IOThread;178806;2405192;2583998;2493599;2672405
4666.943788414;4666.943862893;2;4144;4150;Chrome_ChildIOT;74479;155313;229792;317767;392246
4666.946674508;4666.946688357;23;16;16;rcu_preempt;13849;152024993;152038842;152044254;152058103
4666.947835381;4666.948030755;11;48165;48165;chromium;195374;95478643;95674017;95637699;95833073
4666.954632198;4666.954647001;23;16;16;rcu_preempt;14803;7943841;7958644;7957690;7972493
4666.961764382;4666.961857895;0;4140;4232;VizCompositorTh;93513;34131235;34224748;34224957;34318470
4666.966634008;4666.966648046;13;36012;36012;kworker/13:0;14038;-1;-1;-1;-1
4666.966634979;4666.966648155;1;32758;32758;kworker/1:0;13176;187970892;187984068;187994494;188007670
4666.966635039;4666.966655468;11;50122;50122;kworker/11:1;20429;-1;-1;-1;-1
4666.966639264;4666.966659250;4;49602;49602;kworker/4:2;19986;-1;-1;-1;-1
4666.966645576;4666.966667682;20;49599;49599;kworker/20:1;22106;-1;-1;-1;-1
4666.966679521;4666.966917922;21;49269;49269;kworker/u64:2;238401;92007190;92245591;92029343;92267744
4666.969441240;4666.969469435;6;2448;2450;gvfs-afc-volume;28195;-1;-1;-1;-1
4666.994982269;4666.995076231;0;4140;4232;VizCompositorTh;93962;33124374;33218336;33217887;33311849
4667.018250928;4667.018495132;2;6932;6932;chromium;244204;-1;-1;-1;-1
4667.028200158;4667.028291787;0;4140;4232;VizCompositorTh;91629;33123927;33215556;33217889;33309518
4667.030313830;4667.030535027;11;48165;48165;chromium;221197;82283075;82504272;82478449;82699646
4667.047823193;4667.048020855;11;48165;48165;chromium;197662;17288166;17485828;17509363;17707025
4667.061414292;4667.061507073;0;4140;4232;VizCompositorTh;92781;33122505;33215286;33214134;33306915
4667.066843089;4667.067566764;13;7180;7180;kitty;723675;235987972;236711647;236090338;236814013
4667.067681421;4667.067694481;21;49269;49269;kworker/u64:2;13060;100763499;100776559;101001900;101014960
4667.067600350;4667.067798040;14;2376;2376;gnome-shell;197690;236553875;236751565;236698174;236895864
4667.067817580;4667.067867111;13;7180;7180;kitty;49531;250816;300347;974491;1024022
4667.074272790;4667.074294131;20;49599;49599;kworker/20:1;21341;107605108;107626449;107627214;107648555
4667.074345002;4667.074629016;14;2376;2376;gnome-shell;284014;6546962;6830976;6744652;7028666
4667.074660459;4667.074709680;13;7180;7180;kitty;49221;6793348;6842569;6842879;6892100
4667.079837564;4667.079850110;16;308;308;kworker/u65:0;12546;-1;-1;-1;-1
4667.079846545;4667.079859950;21;49269;49269;kworker/u64:2;13405;12152064;12165469;12165124;12178529
4667.078682805;4667.079870059;14;2376;2376;gnome-shell;1187254;4053789;5241043;4337803;5525057
4667.079902895;4667.079973409;13;7180;7180;kitty;70514;5193215;5263729;5242436;5312950
4667.082160569;4667.082181909;20;49599;49599;kworker/20:1;21340;7866438;7887778;7887779;7909119
4667.082223699;4667.082284894;16;308;308;kworker/u65:0;61195;2373589;2434784;2386135;2447330
4667.089523390;4667.089562406;16;308;308;kworker/u65:0;39016;7238496;7277512;7299691;7338707
4667.089562406;4667.089595657;16;403;403;kworker/16:1H;33251;-1;-1;-1;-1
4667.089552272;4667.089730499;14;2376;2376;gnome-shell;178227;9682213;9860440;10869467;11047694
4667.094634368;4667.094726904;0;4140;4232;VizCompositorTh;92536;33127295;33219831;33220076;33312612
4667.105070194;4667.105207272;6;3902;3957;Chrome_IOThread;137078;161239471;161376549;161418277;161555355
4667.105228409;4667.105406162;2;4144;4150;Chrome_ChildIOT;177753;161365516;161543269;161439995;161617748
4667.105442916;4667.105511247;6;3902;3957;Chrome_IOThread;68331;235644;303975;372722;441053
4667.105775009;4667.106079117;2;4144;4150;Chrome_ChildIOT;304108;368847;672955;546600;850708
4667.106092985;4667.106188859;10;48165;48169;Chrome_ChildIOT;95874;272955471;273051345;273035529;273131403
4667.106343621;4667.106371735;2;4144;4150;Chrome_ChildIOT;28114;264504;292618;568612;596726
4667.106614297;4667.106628371;23;16;16;rcu_preempt;14074;151967296;151981370;151982099;151996173
4667.109483778;4667.109634912;2;4144;4150;Chrome_ChildIOT;151134;3112043;3263177;3140157;3291291
4667.110648717;4667.110666965;21;49269;49269;kworker/u64:2;18248;30788767;30807015;30802172;30820420
4667.111120934;4667.111136073;21;49269;49269;kworker/u64:2;15139;453969;469108;472217;487356
4667.111038733;4667.111173889;2;4144;4150;Chrome_ChildIOT;135156;1403821;1538977;1554955;1690111
4667.111189318;4667.111354362;6;3902;3957;Chrome_IOThread;165044;5678071;5843115;5746402;5911446
4667.111334906;4667.111409515;2;4144;4150;Chrome_ChildIOT;74609;161017;235626;296173;370782
4667.114575393;4667.114579602;23;16;16;rcu_preempt;4209;7947022;7951231;7961096;7965305
4667.106176075;4667.115075524;11;48165;48165;chromium;8899449;58155220;67054669;58352882;67252331
4667.118663587;4667.118681917;21;49269;49269;kworker/u64:2;18330;7527514;7545844;7542653;7560983
4667.119144443;4667.119166500;21;49269;49269;kworker/u64:2;22057;462526;484583;480856;502913
4667.119166500;4667.119197199;21;49600;49600;kworker/21:0;30699;348180748;348211447;348243517;348274216
4667.122611306;4667.122626519;23;16;16;rcu_preempt;15213;8031704;8046917;8035913;8051126
4667.126601179;4667.126618875;10;49604;49604;kworker/10:0;17696;-1;-1;-1;-1
4667.127851930;4667.127945381;0;4140;4232;VizCompositorTh;93451;33125026;33218477;33217562;33311013
4667.147816821;4667.150641218;11;48165;48165;chromium;2824397;32741297;35565694;41640746;44465143
4667.156872714;4667.157039502;11;48165;48165;chromium;166788;6231496;6398284;9055893;9222681
4667.161072047;4667.161164967;0;4140;4232;VizCompositorTh;92920;33126666;33219586;33220117;33313037
4667.190257511;4667.190423994;11;48165;48165;chromium;166483;33218009;33384492;33384797;33551280
4667.192568636;4667.192679486;2;4144;4150;Chrome_ChildIOT;110850;81159121;81269971;81233730;81344580
4667.192712455;4667.192800463;6;3902;3957;Chrome_IOThread;88008;81358093;81446101;81523137;81611145
4667.192835479;4667.193036679;0;3902;3902;chromium;201200;251348605;251549805;251556668;251757868
4667.193016386;4667.193131089;2;4144;4150;Chrome_ChildIOT;114703;336900;451603;447750;562453
4667.194282407;4667.194377915;0;4140;4232;VizCompositorTh;95508;33117440;33212948;33210360;33305868
4667.206379818;4667.206544484;11;48165;48165;chromium;164666;15955824;16120490;16122307;16286973
4667.206488436;4667.206586038;10;48165;48169;Chrome_ChildIOT;97602;100299577;100397179;100395451;100493053
4667.206625864;4667.206762472;6;3902;3957;Chrome_IOThread;136608;13825401;13962009;13913409;14050017
4667.206796238;4667.206844551;14;48806;48814;HangWatcher;48313;-1;-1;-1;-1
4667.206791037;4667.207004391;0;3902;3902;chromium;213354;13754358;13967712;13955558;14168912
4667.222534003;4667.222557207;10;49604;49604;kworker/10:0;23204;95915128;95938332;95932824;95956028
4667.222579247;4667.222591818;0;49603;49603;kworker/0:0;12571;-1;-1;-1;-1
4667.222357125;4667.222616855;11;48165;48165;chromium;259730;15812641;16072371;15977307;16237037
4667.222627460;4667.222644517;21;49269;49269;kworker/u64:2;17057;103460960;103478017;103483017;103500074
4667.224457844;4667.224642941;11;48165;48165;chromium;185097;1840989;2026086;2100719;2285816
4667.228507265;4667.228600354;0;4140;4232;VizCompositorTh;93089;34129350;34222439;34224858;34317947
4667.247819432;4667.248016009;11;48165;48165;chromium;196577;23176491;23373068;23361588;23558165
4667.257481344;4667.257532081;0;48825;48833;HangWatcher;50737;-1;-1;-1;-1
4667.261720425;4667.261816873;0;4140;4232;VizCompositorTh;96448;33120071;33216519;33213160;33309608
4667.294939761;4667.295031977;0;4140;4232;VizCompositorTh;92216;33122888;33215104;33219336;33311552
4667.318595265;4667.318612135;14;33322;33322;kworker/14:1;16870;-1;-1;-1;-1
4667.328153714;4667.328247040;0;4140;4232;VizCompositorTh;93326;33121737;33215063;33213953;33307279
4667.347818282;4667.348013437;11;48165;48165;chromium;195155;99802273;99997428;99998850;100194005
4667.356840941;4667.357007906;11;48165;48165;chromium;166965;8827504;8994469;9022659;9189624
4667.361373149;4667.361465844;0;4140;4232;VizCompositorTh;92695;33126109;33218804;33219435;33312130
4667.379192203;4667.379229671;11;48165;48868;ThreadPoolForeg;37468;-1;-1;-1;-1
4667.379210435;4667.379260163;1;48165;48870;ThreadPoolForeg;49728;-1;-1;-1;-1
4667.379244060;4667.379285800;8;48165;48871;ThreadPoolForeg;41740;-1;-1;-1;-1
4667.379285701;4667.379327277;12;48165;48869;ThreadPoolForeg;41576;-1;-1;-1;-1
4667.379343806;4667.379388132;4;48165;48168;ThreadPoolForeg;44326;-1;-1;-1;-1
4667.379627215;4667.379645024;1;48165;48872;ThreadPoolForeg;17809;-1;-1;-1;-1
4667.382587430;4667.382599438;2;243;243;kcompactd0;12008;511955155;511967163;511968001;511980009
4667.382625224;4667.382645995;23;263;263;kworker/23:1;20771;-1;-1;-1;-1
4667.394595653;4667.394688349;0;4140;4232;VizCompositorTh;92696;33129809;33222505;33222504;33315200
4667.427817464;4667.427910719;0;4140;4232;VizCompositorTh;93255;33129115;33222370;33221811;33315066
4667.443449813;4667.443559164;2;4144;4150;Chrome_ChildIOT;109351;250318724;250428075;250433427;250542778
4667.443587166;4667.443678338;6;3902;3957;Chrome_IOThread;91172;236824694;236915866;236961302;237052474
4667.443714586;4667.443909636;0;3902;3902;chromium;195050;236710195;236905245;236923549;237118599
4667.443892212;4667.444006800;2;4144;4150;Chrome_ChildIOT;114588;333048;447636;442399;556987
4667.447813911;4667.448013439;11;48165;48165;chromium;199528;90806005;91005533;90972970;91172498
4667.462037828;4667.462131610;0;4140;4232;VizCompositorTh;93782;34127109;34220891;34220364;34314146
4667.478745204;4667.478758541;23;16;16;rcu_preempt;13337;356118685;356132022;356133898;356147235
4667.486603493;4667.486618148;23;16;16;rcu_preempt;14655;7844952;7859607;7858289;7872944
4667.495256204;4667.495348820;0;4140;4232;VizCompositorTh;92616;33124594;33217210;33218376;33310992
4667.504050409;4667.504316202;2;4144;4150;Chrome_ChildIOT;265793;60043609;60309402;60158197;60423990
4667.504332131;4667.504424246;10;48165;48169;Chrome_ChildIOT;92115;297746093;297838208;297843695;297935810
4667.504607646;4667.504678193;2;4144;4150;Chrome_ChildIOT;70547;291444;361991;557237;627784
4667.506627235;4667.506640592;23;16;16;rcu_preempt;13357;20009087;20022444;20023742;20037099
4667.507791275;4667.507935849;2;4144;4150;Chrome_ChildIOT;144574;3113082;3257656;3183629;3328203
4667.510182330;4667.510472533;12;48165;48167;ThreadPoolForeg;290203;717566301;717856504;717666341;717956544
4667.510566539;4667.510946101;0;49603;49603;kworker/0:0;379562;287974721;288354283;287987292;288366854
4667.511799713;4667.511805269;4;48165;48168;ThreadPoolForeg;5556;132411581;132417137;132455907;132461463
4667.511799117;4667.511809457;12;48165;48167;ThreadPoolForeg;10340;1326584;1336924;1616787;1627127
4667.511873948;4667.511879656;8;48165;48869;ThreadPoolForeg;5708;132546671;132552379;132588247;132593955
4667.511874196;4667.511880212;1;48165;48870;ThreadPoolForeg;6016;132614033;132620049;132663761;132669777
4667.511814592;4667.511880241;12;48165;48167;ThreadPoolForeg;65649;5135;70784;15475;81124
4667.511881786;4667.511883780;1;48165;48872;ThreadPoolForeg;1994;132236762;132238756;132254571;132256565
4667.511873758;4667.511883837;14;48165;48871;ThreadPoolForeg;10079;132587958;132598037;132629698;132639777
4667.511881447;4667.511885318;8;48165;48869;ThreadPoolForeg;3871;1791;5662;7499;11370
4667.511885398;4667.511888898;1;48165;48870;ThreadPoolForeg;3500;5186;8686;11202;14702
4667.511880161;4667.511888973;19;48165;48868;ThreadPoolForeg;8812;132650490;132659302;132687958;132696770
4667.504413048;4667.511900049;11;48165;48165;chromium;7487001;56399609;63886610;56599137;64086138
4667.511807040;4667.511915635;4;48165;48168;ThreadPoolForeg;108595;1771;110366;7327;115922
4667.511953258;4667.512027691;12;48165;48167;ThreadPoolForeg;74433;73017;147450;138666;213099
4667.512024126;4667.512027713;14;48165;48871;ThreadPoolForeg;3587;140289;143876;150368;153955
4667.512023714;4667.512030847;1;48165;48872;ThreadPoolForeg;7133;139934;147067;141928;149061
4667.512098916;4667.512107989;19;48165;48868;ThreadPoolForeg;9073;209943;219016;218755;227828
4667.512216574;4667.512234137;17;48165;48877;ThreadPoolForeg;17563;-1;-1;-1;-1
4667.512246187;4667.512305394;1;48165;48870;ThreadPoolForeg;59207;357289;416496;360789;419996
4667.512308502;4667.512314358;1;48165;48870;ThreadPoolForeg;5856;3108;8964;62315;68171
4667.512149096;4667.512315965;12;48165;48167;ThreadPoolForeg;166869;121405;288274;195838;362707
4667.512300921;4667.512351398;11;48165;48165;chromium;50477;400872;451349;7887873;7938350
4667.512204308;4667.512381274;8;48165;48869;ThreadPoolForeg;176966;318990;495956;322861;499827
4667.512359356;4667.512416602;4;48165;48168;ThreadPoolForeg;57246;443721;500967;552316;609562
4667.512409849;4667.512419138;12;48165;48167;ThreadPoolForeg;9289;93884;103173;260753;270042
4667.512410018;4667.512419966;14;48165;48871;ThreadPoolForeg;9948;382305;392253;385892;395840
4667.512433912;4667.512438356;11;48165;48165;chromium;4444;82514;86958;132991;137435
4667.512463932;4667.512475658;1;48165;48872;ThreadPoolForeg;11726;433085;444811;440218;451944
4667.512557099;4667.512561426;11;48165;48165;chromium;4327;118743;123070;123187;127514
4667.512563558;4667.512578174;19;48165;48868;ThreadPoolForeg;14616;455569;470185;464642;479258
4667.512709941;4667.512721178;12;48165;48167;ThreadPoolForeg;11237;290803;302040;300092;311329
4667.512635401;4667.513655723;11;48165;48165;chromium;1020322;73975;1094297;78302;1098624
4667.514642657;4667.514664443;23;16;16;rcu_preempt;21786;8002065;8023851;8015422;8037208
4667.528472352;4667.528565922;0;4140;4232;VizCompositorTh;93570;33123532;33217102;33216148;33309718
4667.542581231;4667.542598453;10;49604;49604;kworker/10:0;17222;320024024;320041246;320047228;320064450
4667.547809602;4667.550850250;11;48165;48165;chromium;3040648;34153879;37194527;35174201;38214849
4667.554943127;4667.555103014;11;48165;48165;chromium;159887;4092877;4252764;7133525;7293412
4667.561696678;4667.561789130;0;4140;4232;VizCompositorTh;92452;33130756;33223208;33224326;33316778
4667.567059107;4667.567719878;13;7180;7180;kitty;660771;487085698;487746469;487156212;487816983
4667.567839936;4667.567852985;21;49269;49269;kworker/u64:2;13049;345195419;345208468;345212476;345225525
4667.567756366;4667.567943117;14;2376;2376;gnome-shell;186751;478025867;478212618;478204094;478390845
4667.567969715;4667.568019659;13;7180;7180;kitty;49944;249837;299781;910608;960552
4667.574423795;4667.574445032;20;49599;49599;kworker/20:1;21237;492241886;492263123;492263226;492284463
4667.574576005;4667.574593014;1;32758;32758;kworker/1:0;17009;607927850;607944859;607941026;607958035
4667.574499139;4667.574703127;14;2376;2376;gnome-shell;203988;6556022;6760010;6742773;6946761
4667.574729631;4667.574781003;13;7180;7180;kitty;51372;6709972;6761344;6759916;6811288
4667.578572359;4667.578584443;14;33322;33322;kworker/14:1;12084;259960224;259972308;259977094;259989178
4667.579754246;4667.579766499;16;308;308;kworker/u65:0;12253;490191840;490204093;490230856;490243109
4667.579771425;4667.579784225;21;49269;49269;kworker/u64:2;12800;11918440;11931240;11931489;11944289
4667.578747118;4667.579784807;14;2376;2376;gnome-shell;1037689;4043991;5081680;4247979;5285668
4667.579808595;4667.579887622;13;7180;7180;kitty;79027;5027592;5106619;5078964;5157991
4667.582082557;4667.582105362;20;49599;49599;kworker/20:1;22805;7637525;7660330;7658762;7681567
4667.582154547;4667.582215185;16;308;308;kworker/u65:0;60638;2388048;2448686;2400301;2460939
4667.589522614;4667.589560493;16;308;308;kworker/u65:0;37879;7307429;7345308;7368067;7405946
4667.589560493;4667.589592490;16;403;403;kworker/16:1H;31997;499964836;499996833;499998087;500030084
4667.589562326;4667.589734949;14;2376;2376;gnome-shell;172623;9777519;9950142;10815208;10987831
4667.594913924;4667.595007414;0;4140;4232;VizCompositorTh;93490;33124794;33218284;33217246;33310736
4667.604617737;4667.604755016;11;48165;48165;chromium;137279;49514723;49652002;49674610;49811889
4667.604725131;4667.604797437;10;48165;48169;Chrome_ChildIOT;72306;100300885;100373191;100393000;100465306
